pos_x,pos_y,pos_z,b_x_gt,b_y_gt,b_z_gt,b_total_strength_gt,throttle,roc_throttle,motor_noise_scalar_v4,b_motor_contrib_z_v4,b_x_noisy,b_y_noisy,b_z_noisy,b_total_strength_noisy
1.0,50.0,25.0,-6.239816086866183e-10,0.0,-5.521034551236247e-10,8.331694144281727e-10,0.7813333083910761,0.00311921217270561,1.0871980202262895e-05,1.0871980202262895e-05,7.916975474909443e-09,-1.7564004826770473e-07,1.0870162879610423e-05,1.0871584665278404e-05
1.1,50.0,25.0,-6.285500561805953e-10,0.0,-5.54486550583201e-10,8.381709300031147e-10,0.7844475726711595,0.003114264280083434,1.0927494226620133e-05,1.0927494226620133e-05,-7.989414059680546e-08,9.283113933682438e-08,1.0926426121842883e-05,1.0927112541299405e-05
1.2000000000000002,50.0,25.0,-6.331593227362242e-10,0.0,-5.568803471337217e-10,8.432119834250274e-10,0.7875563972801892,0.0031088246090297256,1.098300701650471e-05,1.098300701650471e-05,7.524912977739415e-08,5.8637481156684607e-08,1.0982224723751378e-05,1.0982639057562837e-05
1.3,50.0,25.0,-6.378098344072412e-10,0.0,-5.592848645594577e-10,8.482929591785396e-10,0.7906592912987209,0.003102894018531699,1.1038509275609253e-05,1.1038509275609253e-05,1.7088846532869908e-08,-1.2302735443376358e-07,1.1037454891045448e-05,1.1038153750989244e-05
1.4000000000000001,50.0,25.0,-6.425020222758208e-10,0.0,-5.617001218612155e-10,8.534142461474519e-10,0.793755764743819,0.0030964734450981135,1.1093991664648613e-05,1.1093991664648613e-05,1.2682150472310702e-07,-1.2635612183898908e-07,1.1092205202290367e-05,1.1093649796766792e-05
1.5,50.0,25.0,-6.47236322517866e-10,0.0,-5.64126137232353e-10,8.585762376720816e-10,0.7968453286464312,0.003089563902612169,1.1149444803197733e-05,1.1149444803197733e-05,-2.348591692138069e-07,1.0330473599728971e-07,1.1146162935293717e-05,1.1149115609677689e-05
1.6,50.0,25.0,-6.52013176469208e-10,0.0,-5.665629280342353e-10,8.637793316074382e-10,0.7999274951286017,0.003082166482170523,1.1204859271563956e-05,1.1204859271563956e-05,-1.0749179690437169e-07,-3.7447575310563974e-08,1.1203965076773298e-05,1.120454328604491e-05
1.7000000000000002,50.0,25.0,-6.568330306927275e-10,0.0,-5.690105107711203e-10,8.690239303822448e-10,0.8030017774805137,0.0030742823519119833,1.1260225612693284e-05,1.1260225612693284e-05,-6.856746216002759e-09,-2.389996598172361e-08,1.1259895930657718e-05,1.1259923383069036e-05
1.8,50.0,25.0,-6.616963370464087e-10,0.0,-5.714689010644604e-10,8.743104410588133e-10,0.8060676902373453,0.003065912756831546,1.131553433410996e-05,1.131553433410996e-05,5.1512697362956284e-08,-2.362960509422497e-08,1.131510368308768e-05,1.1315245612678981e-05
1.9000000000000001,50.0,25.0,-6.666035527523432e-10,0.0,-5.739381136266084e-10,8.796392753937921e-10,0.8091247492559311,0.0030570590185858837,1.137077590988885e-05,1.137077590988885e-05,8.630738816345287e-08,1.4166246407688586e-08,1.1370164397148533e-05,1.1370500783429591e-05
2.0,50.0,25.0,-6.715551404666929e-10,0.0,-5.764181622339115e-10,8.850108498997962e-10,0.8121724717912137,0.0030477225352825155,1.142594078265995e-05,1.142594078265995e-05,-1.323811980529164e-07,-4.120724060093183e-08,1.1424836117088505e-05,1.1425677359378123e-05
2.1,50.0,25.0,-6.765515683506314e-10,0.0,-5.789090596991825e-10,8.904255859079357e-10,0.8152103765724742,0.0030379047812605364,1.1481019365644441e-05,1.1481019365644441e-05,-1.3896483539598116e-07,-3.947608258621555e-08,1.1479860124137929e-05,1.1480769053349391e-05
2.2,50.0,25.0,-6.815933101422697e-10,0.0,-5.814108178435341e-10,8.958839096312553e-10,0.8182379838793313,0.0030276073068571385,1.1536002044721593e-05,1.1536002044721593e-05,3.3006749765142704e-08,1.4226881413843383e-07,1.1534842428490373e-05,1.153576697541642e-05
2.3000000000000003,50.0,25.0,-6.866808452295905e-10,0.0,-5.839234474675609e-10,9.013862522291019e-10,0.821254815617494,0.0030168317381626952,1.1590879180525888e-05,1.1590879180525888e-05,1.1110425279340708e-07,8.888291884389206e-09,1.159012105162509e-05,1.1590656976549882e-05
2.4000000000000004,50.0,25.0,-6.918146587243997e-10,0.0,-5.864469583218563e-10,9.069330498724339e-10,0.8242603953942588,0.003005579776764744,1.1645641110573617e-05,1.1645641110573617e-05,-4.756884040110717e-08,6.334353641957267e-08,1.1645161980446833e-05,1.1645431411031008e-05
2.5,50.0,25.0,-6.969952415373051e-10,0.0,-5.889813590768456e-10,9.125247438100813e-10,0.8272542485937369,0.0029938531994780915,1.1700278151418268e-05,1.1700278151418268e-05,-5.229207436539908e-09,-1.7114652583064044e-07,1.169882727606539e-05,1.1700080260969401e-05
2.6,50.0,25.0,-7.022230904537501e-10,0.0,-5.915266572919268e-10,9.181617804359842e-10,0.8302359024518023,0.0029816538580654806,1.175478060083395e-05,1.175478060083395e-05,6.253561373645363e-08,-6.965945661501983e-09,1.1754429014458026e-05,1.1754597427530942e-05
2.7,50.0,25.0,-7.074987082111052e-10,0.0,-5.940828593838976e-10,9.238446113574135e-10,0.8332048861307466,0.0029689836789442703,1.1809138740026107e-05,1.1809138740026107e-05,1.3985335448383945e-07,1.1015605189338031e-08,1.1808136029676287e-05,1.180896933689208e-05
2.8000000000000003,50.0,25.0,-7.128226035768382e-10,0.0,-5.966499705946544e-10,9.295736934641945e-10,0.8361607307936293,0.0029558446628826784,1.1863342835868742e-05,1.1863342835868742e-05,-1.2985406715544587e-07,6.391686568095661e-09,1.186247208929896e-05,1.186318452194902e-05
2.9000000000000004,50.0,25.0,-7.181952914277783e-10,0.0,-5.992279949581494e-10,9.353494889989492e-10,0.8391029696783127,0.002942238884683368,1.191738314316731e-05,1.191738314316731e-05,-8.181018219918205e-08,1.7054910338756406e-07,1.1915738180260203e-05,1.191723945731932e-05
3.0,50.0,25.0,-7.236172928304901e-10,0.0,-6.018169352665874e-10,9.41172465628375e-10,0.8420311381711695,0.0029281684928568197,1.1971249906946585e-05,1.1971249906946585e-05,8.36666351010039e-08,1.0820799083725037e-07,1.197033867950719e-05,1.1971120130431242e-05
3.1,50.0,25.0,-7.290891351227683e-10,0.0,-6.044167930358429e-10,9.4704309651557e-10,0.8449447738804503,0.0029136357092808263,1.2024933364762493e-05,1.2024933364762493e-05,-5.2271840643190784e-08,-7.097571637033911e-08,1.2024491055043688e-05,1.2024814137044454e-05
3.2,50.0,25.0,-7.346113519962768e-10,0.0,-6.070275684700856e-10,9.529618603934272e-10,0.8478434167093006,0.0028986428288503285,1.2078423749037211e-05,1.2078423749037211e-05,-4.339622682406941e-08,1.1869027394940355e-07,1.207765800432437e-05,1.20783191497432e-05
3.3000000000000003,50.0,25.0,-7.401844835803451e-10,0.0,-6.09649260425593e-10,9.589292416391184e-10,0.8507266089284157,0.0028831922191150383,1.2131711289416595e-05,1.2131711289416595e-05,-8.519039143563594e-08,1.8900416769303533e-07,1.2129848374180272e-05,1.2131619906624262e-05
3.4000000000000004,50.0,25.0,-7.458090765269399e-10,0.0,-6.122818663737333e-10,9.649457303496756e-10,0.8535938952483211,0.0028672863199054044,1.218478621514903e-05,1.218478621514903e-05,1.6054378986906667e-07,-1.4179737763374537e-07,1.2182824226251903e-05,1.218470709260258e-05
3.5,50.0,25.0,-7.514856840968201e-10,0.0,-6.149253823630968e-10,9.710118224186904e-10,0.8564448228912682,0.002850927642947143,1.2237638757484856e-05,1.2237638757484856e-05,2.9002378153809952e-08,-7.925564484453527e-08,1.223728104518766e-05,1.223757206205902e-05
3.6,50.0,25.0,-7.572148662469077e-10,0.0,-6.175798029807633e-10,9.771280196141552e-10,0.8592789416627332,0.0028341187714649996,1.2290259152095399e-05,1.2290259152095399e-05,1.074438075138053e-09,1.6301792484264352e-07,1.2289126100250535e-05,1.2290207333731036e-05
3.7,50.0,25.0,-7.629971897188812e-10,0.0,-6.202451213126811e-10,9.832948296574598e-10,0.8620958040225081,0.002816862359774852,1.2342637641510703e-05,1.2342637641510703e-05,1.3359204175304243e-07,-5.158453912546065e-08,1.2341767236074585e-05,1.2342598037193815e-05
3.8000000000000003,50.0,25.0,-7.688332281290063e-10,0.0,-6.229213289031377e-10,9.89512766303558e-10,0.8648949651553719,0.0027991611328638255,1.2394764477575008e-05,1.2394764477575008e-05,3.3966968806470424e-08,6.623533174779846e-08,1.2394514497657865e-05,1.2394738016867991e-05
3.9000000000000004,50.0,25.0,-7.747235620592366e-10,0.0,-6.256084157133062e-10,9.957823494223347e-10,0.8676759830413332,0.002781017885961301,1.2446629923918976e-05,1.2446629923918976e-05,-1.4834674442844885e-07,8.359426061832998e-08,1.2445449905087603e-05,1.2446614724375294e-05
4.0,50.0,25.0,-7.806687791495831e-10,0.0,-6.283063700788431e-10,1.00210410508118e-09,0.8704384185254288,0.0027624354840956045,1.2498224258447727e-05,1.2498224258447727e-05,3.038692212452704e-08,-7.758822080325083e-08,1.2497944379604898e-05,1.2498222154080206e-05
4.1000000000000005,50.0,25.0,-7.866694741917818e-10,0.0,-6.310151786665147e-10,1.008478565628793e-09,0.8731818353870728,0.0027434168616440324,1.2549537775843704e-05,1.2549537775843704e-05,-9.157640797189182e-08,2.302324999259687e-07,1.2547104053245492e-05,1.2549550325230329e-05
4.2,50.0,25.0,-7.927262492242832e-10,0.0,-6.337348264298388e-10,1.0149062697802484e-09,0.8759058004089402,0.002723965021867336,1.260056079008327e-05,1.260056079008327e-05,8.850514208974888e-08,1.1237797173983611e-07,1.2599774984557203e-05,1.2600586955780359e-05
4.3,50.0,25.0,-7.988397136285627e-10,0.0,-6.36465296563707e-10,1.0213877627033192e-09,0.8786098834453766,0.0027040830364364332,1.265128363696613e-05,1.265128363696613e-05,6.812896458503223e-08,5.4589758999424415e-08,1.265102065479989e-05,1.2651321875826908e-05
4.4,50.0,25.0,-8.050104842267948e-10,0.0,-6.392065704579778e-10,1.0279235961061058e-09,0.881293657490324,0.0026837740449473513,1.2701696676656498e-05,1.2701696676656498e-05,-1.3330963636425034e-07,-7.030505221037274e-08,1.2700850017232462e-05,1.270174418809274e-05
4.5,50.0,25.0,-8.112391853808931e-10,0.0,-6.419586276500081e-10,1.0345143283259718e-09,0.8839566987447491,0.0026630412544251802,1.275179029623492e-05,1.275179029623492e-05,5.1570244335237704e-08,-2.624286019139347e-07,1.2749045451728232e-05,1.275185038303993e-05
4.6000000000000005,50.0,25.0,-8.175264490929387e-10,0.0,-6.447214457761031e-10,1.041160524419812e-09,0.8865985866835673,0.0026418879388181438,1.2801554912259804e-05,1.2801554912259804e-05,1.2956143011687583e-07,-2.4911145075574445e-07,1.279854898026203e-05,1.2801628751031557e-05
4.7,50.0,25.0,-8.238729151070271e-10,0.0,-6.474950005218626e-10,1.0478627562556832e-09,0.889218904122047,0.00262031743847968,1.28509809733375e-05,1.28509809733375e-05,-6.405890468363966e-08,1.1916428026194705e-07,1.2850357522268698e-05,1.2851069687737568e-05
4.800000000000001,50.0,25.0,-8.302792310125367e-10,0.0,-6.50279265571392e-10,1.0546216026058058e-09,0.8918172372816892,0.0025983331596421966,1.2900058962699901e-05,1.2900058962699901e-05,4.1204358909227266e-08,-7.457761184981316e-08,1.289987805111655e-05,1.2900159431303973e-05
4.9,50.0,25.0,-8.367460523488536e-10,0.0,-6.530742125553624e-10,1.0614376492409703e-09,0.8943931758555669,0.002575938573877723,1.294877940078846e-05,1.294877940078846e-05,-3.384977448972739e-08,-2.6985155950407803e-07,1.2946032862736657e-05,1.2948889240180306e-05
5.0,50.0,25.0,-8.432740427115683e-10,0.0,-6.558798109978863e-10,1.0683114890263677e-09,0.8969463130731183,0.00255313721755146,1.2997132847843589e-05,1.2997132847843589e-05,3.848779231831441e-09,-3.7436663972286477e-08,1.2997204272936305e-05,1.2997258758266864e-05
5.1000000000000005,50.0,25.0,-8.498638738601541e-10,0.0,-6.586960282621827e-10,1.0752437220188556e-09,0.8994762457643797,0.0025299326912613385,1.3045109906498234e-05,1.3045109906498234e-05,1.2454912398369375e-07,3.966778425710934e-08,1.304459599613837e-05,1.304525088757829e-05
5.2,50.0,25.0,-8.56516225827175e-10,0.0,-6.615228294950122e-10,1.0822349555657104e-09,0.9019825744236514,0.002506328659271695,1.3092701224374647e-05,1.3092701224374647e-05,3.5260957029795256e-09,2.9486107332701338e-08,1.3092819644031626e-05,1.3092853321374108e-05
5.300000000000001,50.0,25.0,-8.632317870290115e-10,0.0,-6.643601775698447e-10,1.0892858044048569e-09,0.9044649032725836,0.0024823288489321804,1.313989749668312e-05,1.313989749668312e-05,5.1194882258996085e-08,-3.452066608265789e-08,1.3139916968633261e-05,1.314006204456176e-05
5.4,50.0,25.0,-8.700112543781535e-10,0.0,-6.672080330287386e-10,1.0963968907666267e-09,0.9069228403226751,0.002457937050091563,1.318668946882168e-05,1.318668946882168e-05,-1.2149199182687481e-08,1.0452149023031164e-07,1.3186447779043064e-05,1.3186867610406593e-05
5.5,50.0,25.0,-8.768553333970585e-10,0.0,-6.700663540228959e-10,1.1035688444770466e-09,0.9093559974371724,0.0024331571144973196,1.3233067938975494e-05,1.3233067938975494e-05,-1.3417227800129175e-07,6.687314022603077e-08,1.3232407431406302e-05,1.3233256615353777e-05
5.6000000000000005,50.0,25.0,-8.837647383336267e-10,0.0,-6.729350962518749e-10,1.1108023030627115e-09,0.9117639903923611,0.002407992955188676,1.3279023760714997e-05,1.3279023760714997e-05,-1.523088724299191e-07,1.133736968552672e-07,1.3277867852775656e-05,1.3279225365341636e-05
5.7,50.0,25.0,-8.907401922782769e-10,0.0,-6.758142129014149e-10,1.118097911857231e-09,0.9141464389382391,0.002382448545877991,1.3324547845591466e-05,1.3324547845591466e-05,1.5828563444592962e-07,7.558678502608699e-08,1.332361110368918e-05,1.3324765684487368e-05
5.800000000000001,50.0,25.0,-8.977824272826805e-10,0.0,-6.787036545798543e-10,1.1254563241093062e-09,0.9165029668585629,0.0023565279203238143,1.3369631165729018e-05,1.3369631165729018e-05,2.8719499124831704e-07,2.0764400754631836e-07,1.336516706383379e-05,1.3369864907359967e-05
5.9,50.0,25.0,-9.048921844801632e-10,0.0,-6.816033692531079e-10,1.132878201092452e-09,0.9188332020302561,0.0023302351716931735,1.3414264756411816e-05,1.3414264756411816e-05,1.1696903825217118e-07,9.63866826338435e-08,1.3413651255793187e-05,1.3414507525829672e-05
6.0,50.0,25.0,-9.120702142077844e-10,0.0,-6.845133021781652e-10,1.1403642122163822e-09,0.9211367764821722,0.0023035744519160906,1.3458439718665392e-05,1.3458439718665392e-05,-2.4857175965708696e-07,-5.3265659264600754e-08,1.3456286685065813e-05,1.345868777038963e-05
6.1000000000000005,50.0,25.0,-9.193172761301428e-10,0.0,-6.874333958350838e-10,1.1479150351401015e-09,0.9234133264532013,0.002276549971029107,1.3502147221830903e-05,1.3502147221830903e-05,-1.4535693819317614e-07,-1.271153264078343e-07,1.3501027385226953e-05,1.3502408207513829e-05
6.2,50.0,25.0,-9.266341393649139e-10,0.0,-6.903635898574398e-10,1.1555313558867219e-09,0.9256624924497123,0.0022491659965110378,1.3545378506131214e-05,1.3545378506131214e-05,-9.292541012306471e-08,9.773951593248885e-08,1.3544984558506078e-05,1.3545655939635753e-05
6.300000000000001,50.0,25.0,-9.340215826101476e-10,0.0,-6.933038209612034e-10,1.1632138689600332e-09,0.9278839193023214,0.0022214268526090653,1.3588124885227618e-05,1.3588124885227618e-05,-2.627103313282416e-07,-3.4570214367849594e-09,1.358587050788089e-05,1.358841072848814e-05
6.4,50.0,25.0,-9.41480394273358e-10,0.0,-6.962540228720038e-10,1.1709632774628615e-09,0.9300772562219768,0.0021933369196553976,1.3630377748766081e-05,1.3630377748766081e-05,-9.161954295850888e-08,6.64740797658667e-08,1.3630209659399337e-05,1.3630679671355923e-05
6.5,50.0,25.0,-9.490113726024081e-10,0.0,-6.992141262507398e-10,1.1787802932172274e-09,0.9322421568553529,0.0021649006333761545,1.3672128564911886e-05,1.3672128564911886e-05,4.7317249823946816e-08,8.917229180044571e-08,1.3672072639036522e-05,1.367244531409239e-05
6.6000000000000005,50.0,25.0,-9.566153258182499e-10,0.0,-7.021840586175171e-10,1.186665636886366e-09,0.9343782793395434,0.0021361224841904836,1.3713368882871446e-05,1.3713368882871446e-05,8.936265283272488e-08,-3.1211848773877413e-09,1.371340579946498e-05,1.3713697314959087e-05
6.7,50.0,25.0,-9.642930722495078e-10,0.0,-7.051637442738523e-10,1.1946200380986053e-09,0.9364852863560456,0.002107007016502127,1.3754090335400285e-05,1.3754090335400285e-05,6.5961033791853e-08,3.814176492715157e-08,1.3754220398968264e-05,1.3754431447195676e-05
6.800000000000001,50.0,25.0,-9.720454404689518e-10,0.0,-7.081531042231216e-10,1.2026442355731481e-09,0.938562845184026,0.0020775588279804413,1.3794284641295892e-05,1.3794284641295892e-05,7.790725655221324e-08,-1.170884668481796e-08,1.3794412587482925e-05,1.3794637554913198e-05
6.9,50.0,25.0,-9.798732694318898e-10,0.0,-7.111520560892099e-10,1.2107389772478013e-09,0.940610627752862,0.0020477825688359763,1.3833943607874457e-05,1.3833943607874457e-05,2.6248805696254114e-08,-1.7492218310036952e-07,1.3833174655054565e-05,1.3834305468912599e-05
7.0,50.0,25.0,-9.877774086164826e-10,0.0,-7.141605140333125e-10,1.218905020408653e-09,0.9426283106939473,0.002017682941085286,1.3873059133430268e-05,1.3873059133430268e-05,-2.4955590699474844e-07,-2.0202852223000817e-07,1.386971232159491e-05,1.3873428327501176e-05
7.1000000000000005,50.0,25.0,-9.957587181660326e-10,0.0,-7.171783886688594e-10,1.2271431318217617e-09,0.9446155753917559,0.001987264697808633,1.3911623209676667e-05,1.3911623209676667e-05,5.270713619051631e-08,7.874502374861711e-08,1.3911691464542506e-05,1.391201416853776e-05
7.2,50.0,25.0,-1.0038180690332567e-09,0.0,-7.202055869745147e-10,1.2354540878668707e-09,0.9465721080341547,0.0019565326423988116,1.3949627924167464e-05,1.3949627924167464e-05,-1.062552711952331e-07,-1.933508119124864e-07,1.394827942789417e-05,1.3950024147568336e-05
7.300000000000001,50.0,25.0,-1.011956343126581e-09,0.0,-7.232420122052054e-10,1.2438386746731897e-09,0.9484975996619589,0.001925491627804199,1.3987065462697686e-05,1.3987065462697686e-05,-1.0530648762383567e-07,5.5731949651573245e-08,1.3986970617218997e-05,1.398747806266359e-05
7.4,50.0,25.0,-1.0201744334584728e-09,0.0,-7.2628756380114e-10,1.2522976882572733e-09,0.9503917462177192,0.0018941465557602566,1.402392811168254e-05,1.402392811168254e-05,-2.0328414224943187e-07,6.711405773470935e-08,1.4022717439296994e-05,1.4024351433189334e-05
7.5,50.0,25.0,-1.0284732442958474e-09,0.0,-7.293421372947673e-10,1.2608319346630322e-09,0.9522542485937369,0.001862502376017705,1.4060208260513518e-05,1.4060208260513518e-05,2.8514261202964447e-08,2.1638584376363856e-07,1.4058956058998545e-05,1.406065010464755e-05
7.6000000000000005,50.0,25.0,-1.0368536913125695e-09,0.0,-7.324056242156335e-10,1.2694422301039118e-09,0.954084812679296,0.0018305640855591498,1.4095898403890516e-05,1.4095898403890516e-05,1.0434668470756227e-07,7.998437522204613e-08,1.4095738427657025e-05,1.409635156882149e-05
7.7,50.0,25.0,-1.0453167017440887e-09,0.0,-7.354779119930866e-10,1.2781294011072785e-09,0.9558831494071068,0.001798336727810823,1.4130991144128939e-05,1.4130991144128939e-05,3.563627293954057e-08,1.909973448082353e-07,1.4130121447968983e-05,1.4131457181197765e-05
7.800000000000001,50.0,25.0,-1.0538632145442174e-09,0.0,-7.385588838567804e-10,1.286894284661038e-09,0.9576489747989532,0.0017658253918463318,1.4165479193440656e-05,1.4165479193440656e-05,2.1335262000668348e-08,-2.1516628939835141e-07,1.4164299964225908e-05,1.4165950204700995e-05
7.9,50.0,25.0,-1.062494180544107e-09,0.0,-7.416484187349339e-10,1.2957377283625421e-09,0.9593820100105355,0.0017330352115823011,1.4199355376187795e-05,1.4199355376187795e-05,-8.74128432216848e-08,-1.6064011096349878e-07,1.4198659851578192e-05,1.4199837598762492e-05
8.0,50.0,25.0,-1.0712105626134208e-09,0.0,-7.447463911502829e-10,1.304660590569797e-09,0.9610819813755038,0.0016999713649683557,1.4232612631108297e-05,1.4232612631108297e-05,-8.183859484153401e-08,2.1959858699958174e-07,1.4231184135744323e-05,1.4233113608781415e-05
8.1,50.0,25.0,-1.0800133358237587e-09,0.0,-7.478526711136874e-10,1.3136637405550327e-09,0.9627486204486729,0.0016666390731691072,1.4265244013512185e-05,1.4265244013512185e-05,-9.660481549417639e-08,1.3232553002978198e-08,1.426542011913489e-05,1.426575335431866e-05
8.200000000000001,50.0,25.0,-1.0889034876143467e-09,0.0,-7.509671240153298e-10,1.3227480586606594e-09,0.9643816640484131,0.0016330435997401471,1.4297242697447543e-05,1.4297242697447543e-05,1.6782346063815243e-07,2.0003565027735075e-07,1.4295387513287292e-05,1.4297771963854113e-05
8.3,50.0,25.0,-1.0978820179600287e-09,0.0,-7.540896105134567e-10,1.3319144364576583e-09,0.9659808542982088,0.0015991902497957122,1.4328601977835168e-05,1.4328601977835168e-05,-1.6357714638968603e-08,6.282394360929813e-08,1.4328990726900797e-05,1.4329137785447102e-05
8.4,50.0,25.0,-1.1069499395415847e-09,0.0,-7.572199864206051e-10,1.3411637769064372e-09,0.9675459386673815,0.0015650843691726868,1.4359315272570882e-05,1.4359315272570882e-05,1.1030084963661246e-07,2.0473053849858278e-07,1.4357984670451796e-05,1.4359867849940446e-05
8.5,50.0,25.0,-1.116108277918414e-09,0.0,-7.60358102587257e-10,1.350496994520203e-09,0.9690766700109659,0.0015307313435843906,1.438937612459454e-05,1.438937612459454e-05,1.6621290265020128e-07,1.4796247382572716e-07,1.438822003788749e-05,1.4389940774073224e-05
8.6,50.0,25.0,-1.1253580717036012e-09,0.0,-7.635038047828684e-10,1.3599150155308837e-09,0.9705728066087383,0.0014961365977724794,1.4418778203924747e-05,1.4418778203924747e-05,-1.3920136673641948e-07,-3.741471061797504e-09,1.4418674129109016e-05,1.4419346540691247e-05
8.700000000000001,50.0,25.0,-1.13470037274141e-09,0.0,-7.666569335742056e-10,1.369418778057647e-09,0.9720341122033862,0.0014613055946478548,1.4447515309658284e-05,1.4447515309658284e-05,-5.1191177363680794e-08,5.535394132448317e-08,1.4447901667082467e-05,1.4448098393115419e-05
8.8,50.0,25.0,-1.1441362462872242e-09,0.0,-7.698173242009362e-10,1.3790092322780544e-09,0.9734603560378159,0.0014262438344296857,1.4475581371933375e-05,1.4475581371933375e-05,-1.1517012699582948e-07,-1.3138927174065402e-07,1.4475117168948603e-05,1.447617160556172e-05
8.9,50.0,25.0,-1.153666771189975e-09,0.0,-7.729848064484074e-10,1.3886873406019023e-09,0.9748513128915928,0.0013909568537768813,1.4502970453855792e-05,1.4502970453855792e-05,-3.021019474273102e-08,1.2406751388576165e-07,1.4503016979242998e-05,1.4503579106692213e-05
9.0,50.0,25.0,-1.1632930400770764e-09,0.0,-7.761592045175507e-10,1.3984540778477797e-09,0.9762067631165049,0.0013554502249121247,1.4529676753386894e-05,1.4529676753386894e-05,1.3803910087086298e-07,8.145102019703416e-08,1.4529415711391418e-05,1.4530299720807143e-05
9.1,50.0,25.0,-1.1730161595419105e-09,0.0,-7.793403368918465e-10,1.408310431422401e-09,0.9775264926712489,0.0013197295547440202,1.4555694605192746e-05,1.4555694605192746e-05,6.497763473005986e-09,1.0005838153167935e-07,1.4555982021861785e-05,1.4556327370645674e-05
9.200000000000001,50.0,25.0,-1.1828372503338933e-09,0.0,-7.825280162012853e-10,1.4182574015027612e-09,0.9788102931552294,0.0012838004839804684,1.4581018482453386e-05,1.4581018482453386e-05,1.315713968995045e-07,6.524840940760482e-08,1.4580925277428113e-05,1.458166486836652e-05
9.3,50.0,25.0,-1.1927574475511412e-09,0.0,-7.857220490832526e-10,1.42829600122114e-09,0.9800579618414675,0.001247668686238157,1.460564299863141e-05,1.460564299863141e-05,-1.609390453010186e-08,-5.1012912291385356e-08,1.4606198183308366e-05,1.4606296132184369e-05
9.4,50.0,25.0,-1.202777900835793e-09,0.0,-7.889222360402742e-10,1.4384272568530335e-09,0.9812693017086145,0.0012113398671469433,1.4629562909199e-05,1.4629562909199e-05,-1.4763402375394436e-07,1.878144228572171e-07,1.4628279270991594e-05,1.4630229816804839e-05
9.5,50.0,25.0,-1.212899774571985e-09,0.0,-7.921283712945433e-10,1.4486522080080222e-09,0.9824441214720628,0.0011748197634483537,1.4652773113322592e-05,1.4652773113322592e-05,-7.339096772230378e-08,-8.14496440318457e-08,1.4653037924711526e-05,1.4653448082335106e-05
