pos_x,pos_y,pos_z,b_x_gt,b_y_gt,b_z_gt,b_total_strength_gt,throttle,b_motor_x,b_motor_y,b_motor_z,b_x_noisy,b_y_noisy,b_z_noisy,b_total_strength_noisy
0.0,50.0,25.0,-5.804519193327408e-10,0.0,-5.288561931698304e-10,7.852472882545648e-10,0.75,-0.0,-0.0,7.500000000000001e-06,9.44784386487267e-08,6.336313530727617e-08,7.498608318310159e-06,7.499471166270045e-06
0.1,50.0,25.0,-5.846345478389689e-10,0.0,-5.311335221273548e-10,7.898736436002184e-10,0.7531415099708382,-0.0,-0.0,7.531415099708383e-06,-2.5609471339218235e-08,-8.351139140510142e-08,7.530393053781188e-06,7.530899650237856e-06
0.2,50.0,25.0,-5.888539976931982e-10,0.0,-5.33421316143284e-10,7.945359218533133e-10,0.7562825238608344,-0.0,-0.0,7.562825238608343e-06,5.498880772338649e-08,2.4911078821719793e-08,7.562082364356496e-06,7.562323321316964e-06
0.30000000000000004,50.0,25.0,-5.931106480650941e-10,0.0,-5.357196016319319e-10,7.992344664870702e-10,0.7594225456674837,-0.0,-0.0,7.594225456674838e-06,4.100596494705826e-08,-6.563272801333595e-09,7.593623372762735e-06,7.593736925459005e-06
0.4,50.0,25.0,-5.974048825470281e-10,0.0,-5.380284044358129e-10,8.039696248433613e-10,0.7625610795449423,-0.0,-0.0,7.6256107954494244e-06,-4.718277951015681e-08,8.889427104448956e-09,7.624984394407127e-06,7.625135556273657e-06
0.5,50.0,25.0,-6.017370892109696e-10,0.0,-5.403477498066181e-10,8.087417481824256e-10,0.7656976298823284,-0.0,-0.0,7.656976298823284e-06,6.824515723833945e-09,-1.8104231509504243e-08,7.656490042176037e-06,7.656514487882474e-06
0.6000000000000001,50.0,25.0,-6.061076606661632e-10,0.0,-5.426776623857421e-10,8.135511917332936e-10,0.7688317013819832,-0.0,-0.0,7.688317013819833e-06,-7.928580636572216e-08,-6.153440480655504e-08,7.687213115989233e-06,7.687868248916787e-06
0.7000000000000001,50.0,25.0,-6.10516994117611e-10,0.0,-5.450181661843532e-10,8.183983147449403e-10,0.7719627991376858,-0.0,-0.0,7.719627991376857e-06,4.3226953027598936e-08,4.228812904147702e-09,7.719070884324931e-06,7.719193077618897e-06
0.8,50.0,25.0,-6.149654914253562e-10,0.0,-5.473692845629921e-10,8.23283480538163e-10,0.7750904287128038,-0.0,-0.0,7.750904287128038e-06,1.510511358441438e-08,5.3676186437595673e-08,7.750282222469688e-06,7.750482812404435e-06
0.9,50.0,25.0,-6.194535591645956e-10,0.0,-5.497310402106951e-10,8.282070565582123e-10,0.7782140962183705,-0.0,-0.0,7.782140962183704e-06,6.064376240364214e-08,5.986569037155298e-08,7.781266446139605e-06,7.781733037866322e-06
1.0,50.0,25.0,-6.239816086866183e-10,0.0,-5.521034551236247e-10,8.331694144281727e-10,0.7813333083910761,-0.0,-0.0,7.81333308391076e-06,1.2470260808493731e-08,-3.467900940568585e-08,7.81285105136523e-06,7.812937968006451e-06
1.1,50.0,25.0,-6.285500561805953e-10,0.0,-5.54486550583201e-10,8.381709300031147e-10,0.7844475726711595,-0.0,-0.0,7.844475726711594e-06,-1.2341601222913307e-07,3.324548416896028e-08,7.843052186766043e-06,7.844093598283219e-06
1.2000000000000002,50.0,25.0,-6.331593227362242e-10,0.0,-5.568803471337217e-10,8.432119834250274e-10,0.7875563972801892,-0.0,-0.0,7.875563972801892e-06,1.3246153439193333e-07,-1.402244745487836e-07,7.872832705401999e-06,7.875195474945578e-06
1.3,50.0,25.0,-6.378098344072412e-10,0.0,-5.592848645594577e-10,8.482929591785396e-10,0.7906592912987209,-0.0,-0.0,7.906592912987211e-06,-6.910153785463996e-08,7.431358241580816e-08,7.905586555411419e-06,7.906237810499197e-06
1.4000000000000001,50.0,25.0,-6.425020222758208e-10,0.0,-5.617001218612155e-10,8.534142461474519e-10,0.793755764743819,-0.0,-0.0,7.937557647438192e-06,-5.3251247880675925e-08,-1.0709026395249285e-07,7.93631377632565e-06,7.937214900475516e-06
1.5,50.0,25.0,-6.47236322517866e-10,0.0,-5.64126137232353e-10,8.585762376720816e-10,0.7968453286464312,-0.0,-0.0,7.968453286464311e-06,-2.958719859219763e-08,-1.1312021800996695e-07,7.967265910933653e-06,7.968123849537519e-06
1.6,50.0,25.0,-6.52013176469208e-10,0.0,-5.665629280342353e-10,8.637793316074382e-10,0.7999274951286017,-0.0,-0.0,7.999274951286019e-06,-1.4778465321384978e-07,9.043422710726867e-08,7.997082586940328e-06,7.998959217017063e-06
1.7000000000000002,50.0,25.0,-6.568330306927275e-10,0.0,-5.690105107711203e-10,8.690239303822448e-10,0.8030017774805137,-0.0,-0.0,8.030017774805138e-06,-4.0728944144146005e-08,5.959023900211567e-08,8.029391397107496e-06,8.029715813864106e-06
1.8,50.0,25.0,-6.616963370464087e-10,0.0,-5.714689010644604e-10,8.743104410588133e-10,0.8060676902373453,-0.0,-0.0,8.060676902373453e-06,1.5275666842994575e-08,-6.757975428527615e-08,8.060089894876164e-06,8.060387675705903e-06
1.9000000000000001,50.0,25.0,-6.666035527523432e-10,0.0,-5.739381136266084e-10,8.796392753937921e-10,0.8091247492559311,-0.0,-0.0,8.091247492559312e-06,-8.590483069306785e-08,-1.1493478456252763e-07,8.089697843611976e-06,8.090970327814772e-06
2.0,50.0,25.0,-6.715551404666929e-10,0.0,-5.764181622339115e-10,8.850108498997962e-10,0.8121724717912137,-0.0,-0.0,8.121724717912137e-06,1.2034262445492376e-07,7.011294190827523e-08,8.12026936475084e-06,8.121463706007356e-06
2.1,50.0,25.0,-6.765515683506314e-10,0.0,-5.789090596991825e-10,8.904255859079357e-10,0.8152103765724742,-0.0,-0.0,8.152103765724745e-06,-7.979050665671592e-08,1.2316382598660358e-08,8.151454140784354e-06,8.151853950331988e-06
2.2,50.0,25.0,-6.815933101422697e-10,0.0,-5.814108178435341e-10,8.958839096312553e-10,0.8182379838793313,-0.0,-0.0,8.182379838793313e-06,-7.334050579179719e-08,-4.6266777138075196e-08,8.181683210668153e-06,8.1821427269503e-06
2.3000000000000003,50.0,25.0,-6.866808452295905e-10,0.0,-5.839234474675609e-10,9.013862522291019e-10,0.821254815617494,-0.0,-0.0,8.212548156174941e-06,5.5001604375054825e-08,4.766887385762222e-08,8.212003578412115e-06,8.212326118090542e-06
2.4000000000000004,50.0,25.0,-6.918146587243997e-10,0.0,-5.864469583218563e-10,9.069330498724339e-10,0.8242603953942588,-0.0,-0.0,8.24260395394259e-06,-2.609300386997744e-10,4.241679262487421e-08,8.24228540270776e-06,8.242394549648209e-06
2.5,50.0,25.0,-6.969952415373051e-10,0.0,-5.889813590768456e-10,9.125247438100813e-10,0.8272542485937369,-0.0,-0.0,8.272542485937371e-06,1.4287220169712843e-08,-1.2778720721778312e-07,8.271345308898221e-06,8.272344704738875e-06
2.6,50.0,25.0,-7.022230904537501e-10,0.0,-5.915266572919268e-10,9.181617804359842e-10,0.8302359024518023,-0.0,-0.0,8.302359024518024e-06,3.849242544509133e-08,-1.226929036513396e-07,8.301178707209528e-06,8.302174603346517e-06
2.7,50.0,25.0,-7.074987082111052e-10,0.0,-5.940828593838976e-10,9.238446113574135e-10,0.8332048861307466,-0.0,-0.0,8.332048861307469e-06,-2.1020485039064645e-08,-3.5689056849506026e-08,8.331774879539947e-06,8.331877832331856e-06
2.8000000000000003,50.0,25.0,-7.128226035768382e-10,0.0,-5.966499705946544e-10,9.295736934641945e-10,0.8361607307936293,-0.0,-0.0,8.361607307936294e-06,-3.439219583934883e-08,-3.600265357684747e-08,8.361300953951076e-06,8.361449195967312e-06
2.9000000000000004,50.0,25.0,-7.181952914277783e-10,0.0,-5.992279949581494e-10,9.353494889989492e-10,0.8391029696783127,-0.0,-0.0,8.391029696783128e-06,-4.8786869017322744e-08,4.5188330252190104e-08,8.390621833342586e-06,8.390885346251895e-06
